Coin,Symbol,Trend Emoji,Trend,24h Change,Current Price,Market Cap,24h Volume,Global Rank,ATH Insight,24h Range,Volatility,Chart Link,updated_at_raw,updated_at,current_price_numeric,market_cap_numeric,volume_24h_numeric,price_change_24h_numeric,global_rank_numeric,time_diff_minutes,interval_gap_flag,gap_category,pipeline_type
Solana,SOL,🚀,Bullish 🔥,0.0255,"₹17,956","₹9,714,363,043,447","₹728,117,415,332",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-02 23:51:18,2025-09-02 23:51:18,17956.0,9714363043447.0,728117415332.0,0.0255,6.0,30.35,True,31_45_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0249,"₹17,946","₹9,709,948,054,872","₹729,895,168,555",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 00:15:13,2025-09-03 00:15:13,17946.0,9709948054872.0,729895168555.0,0.0249,6.0,23.916666666666668,True,15_30_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.035,"₹18,170","₹9,832,387,104,424","₹759,104,912,173",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 00:42:20,2025-09-03 00:42:20,18170.0,9832387104424.0,759104912173.0,0.035,6.0,27.116666666666667,True,15_30_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0289,"₹18,083","₹9,797,552,044,101","₹763,134,146,500",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 00:54:15,2025-09-03 00:54:15,18083.0,9797552044101.0,763134146500.0,0.0289,6.0,11.916666666666666,False,<=15_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0252,"₹18,023","₹9,760,224,983,586","₹766,963,063,712",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 01:06:24,2025-09-03 01:06:24,18023.0,9760224983586.0,766963063712.0,0.0252,6.0,12.15,False,<=15_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0285,"₹18,090","₹9,769,437,152,310","₹771,180,115,248",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 01:19:52,2025-09-03 01:19:52,18090.0,9769437152310.0,771180115248.0,0.0285,6.0,13.466666666666667,False,<=15_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0328,"₹18,143","₹9,811,948,914,213","₹776,128,120,409",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 01:47:23,2025-09-03 01:47:23,18143.0,9811948914213.0,776128120409.0,0.0328,6.0,27.516666666666666,True,15_30_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0385,"₹18,235","₹9,865,262,329,579","₹789,785,124,093",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 02:06:42,2025-09-03 02:06:42,18235.0,9865262329579.0,789785124093.0,0.0385,6.0,19.316666666666666,True,15_30_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0523,"₹18,257","₹9,885,116,604,933","₹782,725,315,216",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🔥 High Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 02:19:56,2025-09-03 02:19:56,18257.0,9885116604933.0,782725315216.0,0.0523,6.0,13.233333333333333,False,<=15_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0534,"₹18,267","₹9,871,177,505,036","₹772,296,612,254",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🔥 High Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 02:44:00,2025-09-03 02:44:00,18267.0,9871177505036.0,772296612254.0,0.0534,6.0,24.066666666666666,True,15_30_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0522,"₹18,225","₹9,861,941,990,506","₹760,913,034,910",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🔥 High Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 02:57:39,2025-09-03 02:57:39,18225.0,9861941990506.0,760913034910.0,0.0522,6.0,13.65,False,<=15_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0596,"₹18,259","₹9,874,803,335,225","₹762,182,772,867",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🔥 High Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 03:08:16,2025-09-03 03:08:16,18259.0,9874803335225.0,762182772867.0,0.0596,6.0,10.616666666666667,False,<=15_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0639,"₹18,276","₹9,900,610,348,272","₹758,052,264,112",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🔥 High Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 03:19:41,2025-09-03 03:19:41,18276.0,9900610348272.0,758052264112.0,0.0639,6.0,11.416666666666666,False,<=15_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0634,"₹18,236","₹9,848,816,417,503","₹753,359,594,032",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🔥 High Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 03:45:03,2025-09-03 03:45:03,18236.0,9848816417503.0,753359594032.0,0.0634,6.0,25.366666666666667,True,15_30_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0627,"₹18,233","₹9,868,041,650,750","₹743,278,577,223",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🔥 High Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 04:00:35,2025-09-03 04:00:35,18233.0,9868041650750.0,743278577223.0,0.0627,6.0,15.533333333333333,True,15_30_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0679,"₹18,304","₹9,915,847,806,004","₹753,380,586,945",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🔥 High Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 04:19:55,2025-09-03 04:19:55,18304.0,9915847806004.0,753380586945.0,0.0679,6.0,19.333333333333332,True,15_30_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0625,"₹18,340","₹9,912,212,579,058","₹760,063,206,153",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🔥 High Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 04:43:49,2025-09-03 04:43:49,18340.0,9912212579058.0,760063206153.0,0.0625,6.0,23.9,True,15_30_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0651,"₹18,373","₹9,942,857,789,843","₹767,746,131,724",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🔥 High Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 04:57:03,2025-09-03 04:57:03,18373.0,9942857789843.0,767746131724.0,0.0651,6.0,13.233333333333333,False,<=15_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0649,"₹18,366","₹9,934,701,217,751","₹765,422,101,165",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🔥 High Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 05:07:57,2025-09-03 05:07:57,18366.0,9934701217751.0,765422101165.0,0.0649,6.0,10.9,False,<=15_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0616,"₹18,379","₹9,943,740,432,792","₹767,098,291,065",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🔥 High Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 05:19:33,2025-09-03 05:19:33,18379.0,9943740432792.0,767098291065.0,0.0616,6.0,11.6,False,<=15_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0524,"₹18,315","₹9,913,682,574,462","₹800,042,575,276",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🔥 High Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 06:43:05,2025-09-03 06:43:05,18315.0,9913682574462.0,800042575276.0,0.0524,6.0,83.53333333333333,True,>60_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0534,"₹18,556","₹10,046,974,479,633","₹825,759,187,967",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🔥 High Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 08:04:27,2025-09-03 08:04:27,18556.0,10046974479633.0,825759187967.0,0.0534,6.0,81.36666666666666,True,>60_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0412,"₹18,604","₹10,090,920,374,600","₹820,946,296,873",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 08:46:35,2025-09-03 08:46:35,18604.0,10090920374600.0,820946296873.0,0.0412,6.0,42.13333333333333,True,31_45_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0381,"₹18,470","₹9,993,526,850,489","₹817,277,604,429",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 09:13:38,2025-09-03 09:13:38,18470.0,9993526850489.0,817277604429.0,0.0381,6.0,27.05,True,15_30_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0382,"₹18,483","₹9,989,195,806,739","₹818,671,933,806",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 09:23:10,2025-09-03 09:23:10,18483.0,9989195806739.0,818671933806.0,0.0382,6.0,9.533333333333333,False,<=15_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0367,"₹18,423","₹9,968,376,535,636","₹816,329,380,748",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 09:49:49,2025-09-03 09:49:49,18423.0,9968376535636.0,816329380748.0,0.0367,6.0,26.65,True,15_30_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0377,"₹18,484","₹10,001,039,416,019","₹811,397,916,498",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 10:11:26,2025-09-03 10:11:26,18484.0,10001039416019.0,811397916498.0,0.0377,6.0,21.616666666666667,True,15_30_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0377,"₹18,478","₹10,002,723,226,561","₹810,601,228,643",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 10:21:02,2025-09-03 10:21:02,18478.0,10002723226561.0,810601228643.0,0.0377,6.0,9.6,False,<=15_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0382,"₹18,482","₹9,997,072,138,250","₹808,675,469,529",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 10:45:18,2025-09-03 10:45:18,18482.0,9997072138250.0,808675469529.0,0.0382,6.0,24.266666666666666,True,15_30_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.032,"₹18,430","₹9,968,698,001,034","₹808,755,043,095",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 11:08:01,2025-09-03 11:08:01,18430.0,9968698001034.0,808755043095.0,0.032,6.0,22.716666666666665,True,15_30_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0313,"₹18,426","₹9,968,405,648,362","₹809,450,893,383",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 11:19:51,2025-09-03 11:19:51,18426.0,9968405648362.0,809450893383.0,0.0313,6.0,11.833333333333334,False,<=15_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0231,"₹18,384","₹9,943,072,895,092","₹808,056,442,288",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 11:53:45,2025-09-03 11:53:45,18384.0,9943072895092.0,808056442288.0,0.0231,6.0,33.9,True,31_45_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0229,"₹18,388","₹9,948,087,037,849","₹806,077,348,251",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 12:16:14,2025-09-03 12:16:14,18388.0,9948087037849.0,806077348251.0,0.0229,6.0,22.483333333333334,True,15_30_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0273,"₹18,384","₹9,943,594,472,638","₹811,428,411,495",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 12:45:54,2025-09-03 12:45:54,18384.0,9943594472638.0,811428411495.0,0.0273,6.0,29.666666666666668,True,15_30_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0289,"₹18,393","₹9,948,903,728,996","₹804,627,084,757",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 13:06:47,2025-09-03 13:06:47,18393.0,9948903728996.0,804627084757.0,0.0289,6.0,20.883333333333333,True,15_30_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0321,"₹18,422","₹9,966,822,272,853","₹805,010,107,187",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 13:19:52,2025-09-03 13:19:52,18422.0,9966822272853.0,805010107187.0,0.0321,6.0,13.083333333333334,False,<=15_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.036,"₹18,526","₹10,028,737,135,464","₹811,435,991,212",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 13:51:14,2025-09-03 13:51:14,18526.0,10028737135464.0,811435991212.0,0.036,6.0,31.366666666666667,True,31_45_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0307,"₹18,469","₹9,992,405,750,200","₹807,221,567,628",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 14:13:59,2025-09-03 14:13:59,18469.0,9992405750200.0,807221567628.0,0.0307,6.0,22.75,True,15_30_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0276,"₹18,436","₹9,979,064,925,509","₹814,749,383,847",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 14:25:20,2025-09-03 14:25:20,18436.0,9979064925509.0,814749383847.0,0.0276,6.0,11.35,False,<=15_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0213,"₹18,353","₹9,939,510,352,071","₹806,568,841,321",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 14:47:20,2025-09-03 14:47:20,18353.0,9939510352071.0,806568841321.0,0.0213,6.0,22.0,True,15_30_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0236,"₹18,382","₹9,944,350,778,502","₹807,148,188,890",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 15:08:35,2025-09-03 15:08:35,18382.0,9944350778502.0,807148188890.0,0.0236,6.0,21.25,True,15_30_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0233,"₹18,408","₹9,957,281,349,241","₹807,812,145,612",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 15:19:54,2025-09-03 15:19:54,18408.0,9957281349241.0,807812145612.0,0.0233,6.0,11.316666666666666,False,<=15_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0257,"₹18,442","₹9,966,992,177,632","₹813,173,525,105",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 15:46:29,2025-09-03 15:46:29,18442.0,9966992177632.0,813173525105.0,0.0257,6.0,26.583333333333332,True,15_30_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0309,"₹18,505","₹10,008,407,225,005","₹811,104,756,166",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 16:10:44,2025-09-03 16:10:44,18505.0,10008407225005.0,811104756166.0,0.0309,6.0,24.25,True,15_30_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0305,"₹18,501","₹10,011,208,837,360","₹811,677,604,434",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 16:20:16,2025-09-03 16:20:16,18501.0,10011208837360.0,811677604434.0,0.0305,6.0,9.533333333333333,False,<=15_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0373,"₹18,545","₹10,024,397,219,079","₹820,371,950,582",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 16:43:42,2025-09-03 16:43:42,18545.0,10024397219079.0,820371950582.0,0.0373,6.0,23.433333333333334,True,15_30_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0374,"₹18,534","₹10,027,955,475,664","₹813,653,930,883",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 16:56:37,2025-09-03 16:56:37,18534.0,10027955475664.0,813653930883.0,0.0374,6.0,12.916666666666666,False,<=15_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0386,"₹18,569","₹10,035,782,048,452","₹822,738,483,516",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 17:07:40,2025-09-03 17:07:40,18569.0,10035782048452.0,822738483516.0,0.0386,6.0,11.05,False,<=15_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0396,"₹18,563","₹10,044,476,255,375","₹816,279,886,864",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 17:19:36,2025-09-03 17:19:36,18563.0,10044476255375.0,816279886864.0,0.0396,6.0,11.933333333333334,False,<=15_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0468,"₹18,504","₹10,030,175,185,509","₹821,032,709,494",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 18:03:32,2025-09-03 18:03:32,18504.0,10030175185509.0,821032709494.0,0.0468,6.0,43.93333333333333,True,31_45_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0553,"₹18,519","₹10,017,286,606,791","₹792,077,652,456",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🔥 High Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 18:45:03,2025-09-03 18:45:03,18519.0,10017286606791.0,792077652456.0,0.0553,6.0,41.516666666666666,True,31_45_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0479,"₹18,576","₹10,050,619,129,650","₹796,298,730,293",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 19:08:22,2025-09-03 19:08:22,18576.0,10050619129650.0,796298730293.0,0.0479,6.0,23.316666666666666,True,15_30_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0495,"₹18,700","₹10,095,699,459,748","₹792,674,231,681",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 19:20:04,2025-09-03 19:20:04,18700.0,10095699459748.0,792674231681.0,0.0495,6.0,11.7,False,<=15_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0376,"₹18,588","₹10,068,907,285,382","₹775,062,401,297",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 19:46:17,2025-09-03 19:46:17,18588.0,10068907285382.0,775062401297.0,0.0376,6.0,26.216666666666665,True,15_30_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0327,"₹18,587","₹10,061,477,924,958","₹774,195,007,006",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 20:10:50,2025-09-03 20:10:50,18587.0,10061477924958.0,774195007006.0,0.0327,6.0,24.55,True,15_30_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.039,"₹18,678","₹10,095,270,588,746","₹778,353,611,680",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 20:20:15,2025-09-03 20:20:15,18678.0,10095270588746.0,778353611680.0,0.039,6.0,9.416666666666666,False,<=15_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0444,"₹18,691","₹10,114,608,167,096","₹766,944,880,172",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 20:47:38,2025-09-03 20:47:38,18691.0,10114608167096.0,766944880172.0,0.0444,6.0,27.383333333333333,True,15_30_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0475,"₹18,668","₹10,088,202,995,896","₹761,674,567,839",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 21:09:07,2025-09-03 21:09:07,18668.0,10088202995896.0,761674567839.0,0.0475,6.0,21.483333333333334,True,15_30_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.051,"₹18,645","₹10,099,589,276,013","₹766,248,304,173",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🔥 High Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 21:19:30,2025-09-03 21:19:30,18645.0,10099589276013.0,766248304173.0,0.051,6.0,10.383333333333333,False,<=15_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0468,"₹18,566","₹10,064,889,195,131","₹754,174,090,085",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟦 Medium Volatility,https://www.coingecko.com/en/coins/solana,2025-09-03 21:49:59,2025-09-03 21:49:59,18566.0,10064889195131.0,754174090085.0,0.0468,6.0,30.483333333333334,True,31_45_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0067,"₹18,437","₹9,970,635,655,232","₹638,413,767,828",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟩 Low Volatility,https://www.coingecko.com/en/coins/solana,2025-09-04 04:19:47,2025-09-04 04:19:47,18437.0,9970635655232.0,638413767828.0,0.0067,6.0,389.8,True,>60_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.006,"₹18,490","₹10,009,002,140,309","₹624,070,272,469",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟩 Low Volatility,https://www.coingecko.com/en/coins/solana,2025-09-04 04:45:03,2025-09-04 04:45:03,18490.0,10009002140309.0,624070272469.0,0.006,6.0,25.266666666666666,True,15_30_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0077,"₹18,515","₹10,014,579,525,466","₹602,099,856,249",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟩 Low Volatility,https://www.coingecko.com/en/coins/solana,2025-09-04 04:57:49,2025-09-04 04:57:49,18515.0,10014579525466.0,602099856249.0,0.0077,6.0,12.766666666666667,False,<=15_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.008,"₹18,509","₹10,026,634,616,560","₹620,042,168,342",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟩 Low Volatility,https://www.coingecko.com/en/coins/solana,2025-09-04 05:08:21,2025-09-04 05:08:21,18509.0,10026634616560.0,620042168342.0,0.008,6.0,10.533333333333333,False,<=15_min,github_actions
Solana,SOL,🚀,Bullish 🔥,0.0076,"₹18,525","₹10,015,943,448,281","₹618,780,457,087",6,🟢 Near ATH,🔼 Near 24h High (100.0%),🟩 Low Volatility,https://www.coingecko.com/en/coins/solana,2025-09-04 05:19:48,2025-09-04 05:19:48,18525.0,10015943448281.0,618780457087.0,0.0076,6.0,11.45,False,<=15_min,github_actions
Solana,SOL,📉,Bearish ❄️,-0.0119,"₹18,344","₹9,936,636,220,195","₹556,171,643,164",6,🔴 Far Below ATH,🔽 Near 24h Low (20.0%),🟩 Low Volatility,https://www.coingecko.com/en/coins/solana,2025-09-04 08:05:03,2025-09-04 08:05:03,18344.0,9936636220195.0,556171643164.0,-0.0119,6.0,165.25,True,>60_min,github_actions
Solana,SOL,📉,Bearish ❄️,-0.0139,"₹18,342","₹9,918,514,237,883","₹548,496,954,833",6,🔴 Far Below ATH,🔽 Near 24h Low (20.0%),🟩 Low Volatility,https://www.coingecko.com/en/coins/solana,2025-09-04 08:47:39,2025-09-04 08:47:39,18342.0,9918514237883.0,548496954833.0,-0.0139,6.0,42.6,True,31_45_min,github_actions
Solana,SOL,📉,Bearish ❄️,-0.0077,"₹18,321","₹9,907,707,251,460","₹544,171,388,570",6,🔴 Far Below ATH,🔽 Near 24h Low (20.0%),🟩 Low Volatility,https://www.coingecko.com/en/coins/solana,2025-09-04 09:15:02,2025-09-04 09:15:02,18321.0,9907707251460.0,544171388570.0,-0.0077,6.0,27.383333333333333,True,15_30_min,github_actions
Solana,SOL,📉,Bearish ❄️,-0.0074,"₹18,324","₹9,914,725,131,638","₹536,311,949,767",6,🔴 Far Below ATH,🔽 Near 24h Low (20.0%),🟩 Low Volatility,https://www.coingecko.com/en/coins/solana,2025-09-04 09:24:00,2025-09-04 09:24:00,18324.0,9914725131638.0,536311949767.0,-0.0074,6.0,8.966666666666667,False,<=15_min,github_actions
Solana,SOL,📉,Bearish ❄️,-0.0055,"₹18,322","₹9,912,213,722,255","₹535,408,370,860",6,🔴 Far Below ATH,🔽 Near 24h Low (20.0%),🟩 Low Volatility,https://www.coingecko.com/en/coins/solana,2025-09-04 09:49:02,2025-09-04 09:49:02,18322.0,9912213722255.0,535408370860.0,-0.0055,6.0,25.033333333333335,True,15_30_min,github_actions
Solana,SOL,📉,Bearish ❄️,-0.0097,"₹18,304","₹9,900,545,956,219","₹528,202,444,682",6,🔴 Far Below ATH,🔽 Near 24h Low (20.0%),🟩 Low Volatility,https://www.coingecko.com/en/coins/solana,2025-09-04 10:10:54,2025-09-04 10:10:54,18304.0,9900545956219.0,528202444682.0,-0.0097,6.0,21.866666666666667,True,15_30_min,github_actions
Solana,SOL,📉,Bearish ❄️,-0.009,"₹18,309","₹9,899,979,780,046","₹533,454,753,335",6,🔴 Far Below ATH,🔽 Near 24h Low (20.0%),🟩 Low Volatility,https://www.coingecko.com/en/coins/solana,2025-09-04 10:20:08,2025-09-04 10:20:08,18309.0,9899979780046.0,533454753335.0,-0.009,6.0,9.233333333333333,False,<=15_min,github_actions
Solana,SOL,📉,Bearish ❄️,-0.0148,"₹18,224","₹9,861,952,555,139","₹531,238,037,699",6,🔴 Far Below ATH,🔽 Near 24h Low (20.0%),🟩 Low Volatility,https://www.coingecko.com/en/coins/solana,2025-09-04 10:45:22,2025-09-04 10:45:22,18224.0,9861952555139.0,531238037699.0,-0.0148,6.0,25.233333333333334,True,15_30_min,github_actions
